StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,MTurkID,Sports_Filter,attention_check_1,attention_check_2_1,attention_check_2_2,Control_time_First Click,Control_time_Last Click,Control_time_Page Submit,Control_time_Click Count,Reduced_time_First Click,Reduced_time_Last Click,Reduced_time_Page Submit,Reduced_time_Click Count,Ranking_time_First Click,Ranking_time_Last Click,Ranking_time_Page Submit,Ranking_time_Click Count,Categorization_time_First Click,Categorization_time_Last Click,Categorization_time_Page Submit,Categorization_time_Click Count,Buffer_time_First Click,Buffer_time_Last Click,Buffer_time_Page Submit,Buffer_time_Click Count,Buffer_list,Count,Buffer_words_correct,Buffer_list_time_First Click,Buffer_list_time_Last Click,Buffer_list_time_Page Submit,Buffer_list_time_Click Count,Initial_Retention,Valued_Retention,Renewal Liklihood_1,Gender,Age,Race,Education,Bonus_Survey,Save MTurk,mturkcode,condition,label,reduced_list,ranking,categorization
2021-11-10 8:16:27,2021-11-10 8:16:50,IP Address,73.161.249.109,100,22,1,2021-11-10 8:16:50,R_3sISGLw0r6wzeCt,,,,,42.5579986572265,-82.9980010986328,anonymous,EN,Yes,Yes,Yes,A2YP60DM1HYTH8,1-5,Other,50,80,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,377254,3,categorization,0,0,1
2021-11-10 8:16:43,2021-11-10 8:17:07,IP Address,71.207.97.45,100,24,1,2021-11-10 8:17:08,R_vHu2izrw6i0PDxL,,,,,40.4853057861328,-77.1656036376953,anonymous,EN,Yes,Yes,Yes,ANMAPKRHPGWX1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,795681,,,,,
2021-11-10 8:10:49,2021-11-10 8:17:15,IP Address,108.2.58.14,100,386,1,2021-11-10 8:17:16,R_3pg3aRaxhTJo9oh,,,,,40.0458984375,-75.5307006835937,anonymous,EN,Yes,Yes,Yes,A17O2N7IPH16FK,1-5,Other,70,50,,,,,1.914,34.838,48.821,2,,,,,,,,,6.028,6.028,60.116,1,"Emphasis
Snuggle
Large
Listen
Map
Deer
Reform
Hilarious
Lamp",9,9,4.887,4.887,32.484,1,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking","Playoff Access,Same Seat Guarantee,Complimentary Parking",30,Female,37,White,Bachelor's Degree,,,402816,1,reduced_list,1,0,0
2021-11-10 8:12:05,2021-11-10 8:17:41,IP Address,212.103.49.89,100,335,1,2021-11-10 8:17:41,R_2Yttr4zHEmsEVG0,,,,,34.0484924316406,-118.252899169921,anonymous,EN,Yes,Yes,Yes,A3QJJR5Y3XE92N,1-5,Other,70,50,0.877,2.62,43.326,2,,,,,,,,,,,,,0,0,60.021,0,"deer, reform, subway, tie, large, map, hilarious, lamp, snuggle, ",9,9,0.746,0.746,52.054,1,"4Ever Wild Rewards,Hockey Lodge Discount,Member Events,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",80,Male,40,White,Graduate Degree,,,613945,0,control,0,0,0
2021-11-10 8:11:09,2021-11-10 8:17:53,IP Address,24.107.70.6,100,403,1,2021-11-10 8:17:53,R_3Gv2TWTaCdCkwol,,,,,38.610107421875,-90.5599975585937,anonymous,EN,Yes,Yes,Yes,AB3Z97M4JJLK5,More than 10,Other,70,50,,,,,,,,,,,,,0,0,1.58,0,0,0,60.106,0,"LAMP, DEEP, HILARIOUS, MAP, TIE, SUBWAY, ZERO, BEHAVIOR, SNUGGLE, EMPHASIS, SOAK, LISTEN, WANDER, REFORM, ",13,14,6.617,143.929,145.438,2,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Discounted Concessions,Early Entry on Game Days,Exclusive Conferences Calls with Players, Managers, and Front Office Executives","Purchase Additional Tickets at a Discounted Rate,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Exclusive Conferences Calls with Players, Managers, and Front Office Executives",94,Male,41,Black or African American,Graduate Degree,,,951004,3,categorization,0,0,1
2021-11-10 8:17:21,2021-11-10 8:17:58,IP Address,71.76.98.28,100,37,1,2021-11-10 8:17:58,R_1PcKxnN7vsUVBm0,,,,,35.1361999511718,-80.7673034667968,anonymous,EN,Yes,Yes,Yes,A21HKKY734LWFV,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,42622,,,,,
2021-11-10 8:17:11,2021-11-10 8:18:16,IP Address,63.75.244.52,100,64,1,2021-11-10 8:18:17,R_2tD1RvSA1lDg4gy,,,,,43.4322967529296,-124.213104248046,anonymous,EN,Yes,Yes,Yes,A2JC5V4UKJ2CEC,5-10,Other,70,80,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,874061,0,control,0,0,0
2021-11-10 8:12:40,2021-11-10 8:19:09,IP Address,173.79.48.179,100,388,1,2021-11-10 8:19:09,R_1geJ3Ae6Ma4JwLo,,,,,39.0827941894531,-77.1673965454101,anonymous,EN,Yes,Yes,Yes,A2CPI18KZN30KW,1-5,Other,70,50,,,,,,,,,23.654,49.87,51.081,3,,,,,5.376,5.376,60.013,1,"Listen, large, emphasis, behavior, zero, subway, tie, map, hilarious, lamp, deer.",10,11,11.633,11.633,49.356,1,"Hockey Lodge Discount,Member Events,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Discounted Concessions","Hockey Lodge Discount,Same Seat Guarantee",0,Male,45,White,Graduate Degree,,,292122,2,ranking,0,1,0
2021-11-10 8:18:43,2021-11-10 8:19:09,IP Address,24.3.231.248,100,26,1,2021-11-10 8:19:09,R_ZkjlTExgKh5Netb,,,,,40.3468933105468,-79.868896484375,anonymous,EN,Yes,Yes,Yes,test,1-5,Other,50,50,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,990830,0,control,0,0,0
2021-11-10 8:16:16,2021-11-10 8:19:16,IP Address,167.224.122.158,100,180,1,2021-11-10 8:19:16,R_3261oWeTuz6SiBk,,,,,40.7380065917968,-73.9858016967773,anonymous,EN,Yes,Yes,Yes,A2SAABX2NIXJUX,1-5,Other,70,50,,,,,,,,,,,,,1.12,1.12,1.527,1,0,0,60.01,0,"Soak, Deer, Map, Zero, Hilarious, Tie, Emphasis, Subway, Listen, Wander, Snuggle, Zero, Behavior, Lamp, Large",15,14,0.874,0.874,29.655,1,"Discounted Wild Merchandise,Playoff Access,Complimentary Parking,Discounted Concessions,Early Entry on Game Days","Discounted Wild Merchandise,Playoff Access,Complimentary Parking,Discounted Concessions,Early Entry on Game Days",74,Female,26,White,Associate's Degree,,,447843,3,categorization,0,0,1
2021-11-10 8:15:42,2021-11-10 8:19:25,IP Address,162.196.205.44,100,222,1,2021-11-10 8:19:26,R_11j3o6CGbukEOFC,,,,,33.1909027099609,-96.6197967529296,anonymous,EN,Yes,Yes,Yes,A3DUPRZSMU9W5R,1-5,Other,70,50,,,,,,,,,37.619,37.619,38.216,1,,,,,0,0,60.009,0,LISTEN LARGE LAMP ZERO SNUGGLE SUBWAY DEER HILARIOUS MAP REFORM WET ,10,10,0.644,0.644,27.298,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking,Discounted Concessions,Free Holiday Ornament","Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Complimentary Parking,Discounted Concessions",64,Female,46,White,Bachelor's Degree,,,723634,2,ranking,0,1,0
2021-11-10 8:15:13,2021-11-10 8:19:45,IP Address,107.77.227.131,100,272,1,2021-11-10 8:19:46,R_1JWIAY5L9QRmjMx,,,,,34.0740051269531,-118.261100769042,anonymous,EN,Yes,Yes,Yes,A25FNSFSB048DL,More than 10,Other,70,50,6.302,6.302,7.501,1,,,,,,,,,,,,,0,0,60.016,0,Lamp behavior ,2,2,26.678,26.678,32.438,1,"Discounted Wild Merchandise,Member Events,Stadium Tours,Autographed Merchandise","Discounted Wild Merchandise,Member Events,Stadium Tours",39,Male,40,White,Bachelor's Degree,,,297188,0,control,0,0,0
2021-11-10 8:14:11,2021-11-10 8:20:19,IP Address,75.66.95.69,100,367,1,2021-11-10 8:20:19,R_2D5lagfiKUasGcB,,,,,35.0760955810546,-89.8546981811523,anonymous,EN,Yes,Yes,Yes,A3AT9S1CF9QV4K,5-10,Other,70,50,0,0,56.137,0,,,,,,,,,,,,,0,0,60.109,0,"listen, large, snuggle, subway, ",4,4,3.841,3.841,36.199,1,"Hockey Lodge Discount,Same Seat Guarantee",Same Seat Guarantee,0,Male,80,White,Bachelor's Degree,,,158015,0,control,0,0,0
2021-11-10 8:20:32,2021-11-10 8:20:42,IP Address,173.17.46.46,100,9,1,2021-11-10 8:20:42,R_9LHTvoG3TNTByTL,,,,,41.3497009277343,-88.8414993286132,anonymous,EN,Yes,Yes,Yes,A2BZY06YRWGEDL,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,574329,,,,,
2021-11-10 8:17:23,2021-11-10 8:20:47,IP Address,74.75.42.26,100,203,1,2021-11-10 8:20:47,R_XvoWyqyGPQ2mu9r,,,,,44.8226928710937,-68.8001022338867,anonymous,EN,Yes,Yes,Yes,A2CJFO19NY4T5R,1-5,Other,70,50,,,,,,,,,29.066,29.066,29.446,1,,,,,0,0,60.009,0,"Lamp 
Deer
Soak
Listen
Hilarious
Emphasis
Snuggle",7,7,0.804,0.804,13.028,1,"Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Playoff Access",Playoff Access,55,Female,34,White,Bachelor's Degree,,,413910,2,ranking,0,1,0
2021-11-10 8:17:47,2021-11-10 8:20:53,IP Address,208.99.225.205,100,185,1,2021-11-10 8:20:53,R_2rZt075VsnQ34JC,,,,,43.2678070068359,-82.8243026733398,anonymous,EN,Yes,Yes,Yes,A3KPNQGV1DGJD5,1-5,Other,70,50,,,,,,,,,0,0,12.65,0,,,,,0,0,60.108,0,lamp deer tie reform hilarious snuggle,6,6,1.05,1.05,16.703,1,"4Ever Wild Rewards,Playoff Access",Playoff Access,0,Male,41,White,High School Diploma,,,530032,2,ranking,0,1,0
2021-11-10 8:18:22,2021-11-10 8:21:23,IP Address,63.75.244.52,100,180,1,2021-11-10 8:21:23,R_2w0J0pzQj98EJYr,,,,,43.4322967529296,-124.213104248046,anonymous,EN,Yes,Yes,Yes,A2JC5V4UKJ2CEC,1-5,Other,70,50,,,,,0,0,6.506,0,,,,,,,,,0,0,60.62,0,Well one of the survey,0,0,2.485,2.485,18.364,1,Hockey Lodge Discount,Hockey Lodge Discount,87,Female,48,White,Bachelor's Degree,,,969497,1,reduced_list,1,0,0
2021-11-10 8:19:20,2021-11-10 8:21:30,IP Address,24.3.231.248,100,129,1,2021-11-10 8:21:30,R_2asFZcsxtBQDg0W,,,,,40.3468933105468,-79.868896484375,anonymous,EN,Yes,Yes,Yes,test,1-5,Other,70,50,1.964,1.964,3.417,1,,,,,,,,,,,,,0,0,60.121,0,"test
test
test",0,0,0.986,0.986,4.802,1,Stadium Tours,Stadium Tours,71,Non-binary / third gender,99,Other,Associate's Degree,,,528523,0,control,0,0,0
2021-11-10 8:17:05,2021-11-10 8:21:32,IP Address,71.223.137.18,100,266,1,2021-11-10 8:21:32,R_2sRqJv1xrxEXKg0,,,,,33.5628967285156,-112.051902770996,anonymous,EN,Yes,Yes,Yes,A3K2VSBTT3WUTI,5-10,Other,70,50,0,0,39.515,0,,,,,,,,,,,,,0,0,60.013,0,"Deer, Wander, Soak, Lamp, Tie, Hilarious, Reform, Snuggle",8,8,1.622,1.622,40.808,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Hockey Lodge Discount,Playoff Access,Same Seat Guarantee","Playoff Access,Same Seat Guarantee",80,Male,38,White,High School Diploma,,,394065,0,control,0,0,0
2021-11-10 8:18:33,2021-11-10 8:22:14,IP Address,71.194.212.51,100,220,1,2021-11-10 8:22:14,R_1eVkYrPCV2Z1uAd,,,,,41.527099609375,-87.253303527832,anonymous,EN,Yes,Yes,Yes,A3HNEYFOIJWPH1,1-5,Other,70,50,,,,,,,,,,,,,0,0,16.629,0,19.223,60.071,60.107,3,"deer
reform
map
tie
subway
snuggle
large
soak
listen",9,9,3.196,3.196,15.969,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Member Events,Playoff Access,Same Seat Guarantee","4Ever Wild Rewards,Discounted Wild Merchandise",64,Male,38,White,High School Diploma,,,591278,3,categorization,0,0,1
2021-11-10 8:18:16,2021-11-10 8:22:37,IP Address,24.107.70.6,100,261,1,2021-11-10 8:22:38,R_3Du7j16GDxSQqiY,,,,,38.610107421875,-90.5599975585937,anonymous,EN,Yes,Yes,Yes,AB3Z97M4JJLK5,More than 10,Other,70,50,,,,,,,,,0.947,0.947,1.658,1,,,,,0,0,60.022,0,"deep, lamp, hilarious, map, tie, subway, zero, behavior, snuggle, emphasis, listen, soak, wander, ",12,13,24.453,114.473,117.739,2,"Discounted Wild Merchandise,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Gameday Travel Package,Discounted Concessions,Early Entry on Game Days,Free Holiday Ornament","Discounted Wild Merchandise,Hockey Lodge Discount,Gameday Travel Package,Free Holiday Ornament",100,Male,41,Black or African American,Graduate Degree,,,940659,2,ranking,0,1,0
2021-11-10 8:22:00,2021-11-10 8:22:41,IP Address,73.237.151.170,100,40,1,2021-11-10 8:22:42,R_20Utt2t3k84xqY3,,,,,33.6026000976562,-84.4768981933593,anonymous,EN,Yes,Yes,Yes,A13DHPKBQXN9R7,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,460782,,,,,
2021-11-10 8:18:39,2021-11-10 8:23:28,IP Address,174.86.183.173,100,289,1,2021-11-10 8:23:29,R_1l5oS1xL3pSLKu1,,,,,38.5758972167968,-90.5167007446289,anonymous,EN,Yes,Yes,Yes,A2K1QVO3F9M9Z9,5-10,Other,70,50,,,,,,,,,0,0,14.724,0,,,,,0,0,60.013,0,Deer Reform Wander Listen Snuggle Emphasis Large,7,7,1.677,1.677,38.073,1,"Member Events,Dedicated Account Manager,Playoff Access",Playoff Access,89,Male,34,White,Bachelor's Degree,,,329648,2,ranking,0,1,0
2021-11-10 8:20:20,2021-11-10 8:23:33,IP Address,73.84.172.119,100,192,1,2021-11-10 8:23:33,R_3hg21RFnNeN8gwc,,,,,26.0702972412109,-80.2248001098632,anonymous,EN,Yes,Yes,Yes,A1Q56N80RJLQ7S,1-5,Other,70,50,,,,,,,,,0,0,1.73,0,,,,,0,0,60.044,0,"lamp
reform
soak
zero
tie
emphasis
large
listen",8,8,8.818,8.818,25.378,1,"4Ever Wild Rewards,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking","4Ever Wild Rewards,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking",36,Male,33,White,Bachelor's Degree,,,376912,2,ranking,0,1,0
2021-11-10 8:23:19,2021-11-10 8:23:43,IP Address,192.180.12.203,100,23,1,2021-11-10 8:23:43,R_1QxSui5bsAAoHLJ,,,,,41.1235961914062,-83.181900024414,anonymous,EN,Yes,Yes,Yes,A37JC45Y9GLSA7,5-10,Other,40,60,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,369572,3,categorization,0,0,1
2021-11-10 8:17:32,2021-11-10 8:23:57,IP Address,72.68.192.46,100,384,1,2021-11-10 8:23:57,R_1hAwqUtOW6eGH3K,,,,,40.6649932861328,-73.9523010253906,anonymous,EN,Yes,Yes,Yes,A2DLYBXZNSSJ4S,1-5,Other,70,50,,,,,,,,,,,,,0,0,3.357,0,0,0,60.025,0,"Reform, Wander, Soak, Listen, Large, Emphasis, Snuggle, Behaviour, Zero, Subway, Tie, Map, Hilarious, Lamp, Deer",14,15,1.203,105.718,106.945,15,"Playoff Access,Same Seat Guarantee",Same Seat Guarantee,73,Male,27,White,Graduate Degree,,,67348,3,categorization,0,0,1
2021-11-10 8:19:50,2021-11-10 8:24:04,IP Address,45.25.227.60,100,253,1,2021-11-10 8:24:04,R_2BasvDqjWg7oCPx,,,,,35.3406982421875,-119.059600830078,anonymous,EN,Yes,Yes,Yes,A19ZWBQT8A3LIR,1-5,Other,70,50,0,0,5.66,0,,,,,,,,,,,,,0,0,60.112,0,"subway, lamp, deer, reform, soak, listen, snuggle, map",8,8,6.844,6.844,33.554,1,"Discounted Wild Merchandise,Member Events,Discounted Concessions,Early Entry on Game Days,Exclusive Restroom Access","Early Entry on Game Days,Exclusive Restroom Access",59,Male,32,White,Bachelor's Degree,,,294172,0,control,0,0,0
2021-11-10 8:21:29,2021-11-10 8:24:12,IP Address,63.75.244.52,100,163,1,2021-11-10 8:24:13,R_2aaHYAOt1tQlmCZ,,,,,43.4322967529296,-124.213104248046,anonymous,EN,Yes,Yes,Yes,A2JC5V4UKJ2CEC,1-5,Other,70,50,,,,,,,,,0,0,2.067,0,,,,,0,0,60.055,0,Good one of the survey,0,0,2.686,2.686,28.851,1,Dedicated Account Manager,Dedicated Account Manager,90,Female,48,Black or African American,Bachelor's Degree,,,660861,2,ranking,0,1,0
2021-11-10 8:18:21,2021-11-10 8:24:48,IP Address,107.77.236.228,100,387,1,2021-11-10 8:24:48,R_1kXOoNwRkhQ6RsY,,,,,33.7485046386718,-84.3871002197265,anonymous,EN,Yes,Yes,Yes,A18UTX5FD7NPRV,1-5,Other,70,50,,,,,,,,,,,,,0,0,48.926,0,0,0,60.039,0,"deer
tie 
map
zero
large
listen
subway
hilarious 
soak
snuggle",10,10,0.974,0.974,42.035,1,Discounted Wild Merchandise,Discounted Wild Merchandise,50,Female,29,White,High School Diploma,,,64070,3,categorization,0,0,1
2021-11-10 8:21:12,2021-11-10 8:25:00,IP Address,98.25.33.171,100,228,1,2021-11-10 8:25:01,R_3JruF7zDcgmBxPJ,,,,,34.025894165039,-80.9546966552734,anonymous,EN,Yes,Yes,Yes,A18QKM5Z69TLS,More than 10,Other,70,50,,,,,0,0,21.343,0,,,,,,,,,0,0,60.012,0,deer lamp reform map wander emphasis,6,6,10.536,28.859,29.343,2,"Discounted Wild Merchandise,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Dedicated Account Manager,Playoff Access,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Discounted Concessions","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Discounted Concessions",75,Female,34,White,Bachelor's Degree,,,591304,1,reduced_list,1,0,0
2021-11-10 8:16:22,2021-11-10 8:25:11,IP Address,68.102.182.181,100,528,1,2021-11-10 8:25:11,R_3EWNbISI4MsPXK7,,,,,38.3746032714843,-97.672996520996,anonymous,EN,Yes,Yes,Yes,AS2MFSWNC5CQI,1-5,Other,70,50,,,,,0,0,27.042,0,,,,,,,,,0,0,60.125,0,"map, hilarious, snuggle, lamp, sky",4,4,1.757,32.412,36.515,7,Purchase Additional Tickets at a Discounted Rate,Purchase Additional Tickets at a Discounted Rate,24,Female,38,White,High School Diploma,,,387218,1,reduced_list,1,0,0
2021-11-10 8:19:41,2021-11-10 8:25:17,IP Address,98.122.56.148,100,336,1,2021-11-10 8:25:17,R_2sbCPylZq43jyWn,,,,,34.0736999511718,-81.1863021850585,anonymous,EN,Yes,Yes,Yes,AGN2WNWU7JSYF,1-5,Other,70,50,,,,,43.973,43.973,44.779,1,,,,,,,,,6.157,6.157,60.01,1,large emphasis snuggle tie map hilarious listen ,7,7,2.389,2.389,48.703,1,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking",40,Male,68,White,Bachelor's Degree,,,488996,1,reduced_list,1,0,0
2021-11-10 8:20:19,2021-11-10 8:26:00,IP Address,71.226.123.212,100,341,1,2021-11-10 8:26:01,R_1d3R2KVmrLkiflQ,,,,,32.4154052734375,-110.980903625488,anonymous,EN,Yes,Yes,Yes,AHZ7C7ETHYX3N,1-5,Other,70,50,,,,,,,,,,,,,11.598,11.598,39.111,1,0,0,60.013,0,Lamp deer wander reform soak tie zero behavior snuggle ,9,9,0.994,0.994,40.765,1,"Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Complimentary Parking",75,Male,63,White,Associate's Degree,,,238260,3,categorization,0,0,1
2021-11-10 8:18:28,2021-11-10 8:27:01,IP Address,47.20.119.179,100,512,1,2021-11-10 8:27:01,R_uq2TaEyFDlQUAYV,,,,,40.758804321289,-73.5661010742187,anonymous,EN,Yes,Yes,Yes,A38KHY10NNFR7Z,1-5,Other,70,50,,,,,1.85,1.85,18.92,1,,,,,,,,,2.552,4.648,60.02,2,"Hilarious, Large, Deer, Reform, Lamp, Snuggle, Behavior, Zero, Soak, Tie, Map, Listen",12,12,1.361,1.361,50.088,1,"4Ever Wild Rewards,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee","Purchase Additional Tickets at a Discounted Rate,Same Seat Guarantee",71,Female,36,Other,Bachelor's Degree,,,381235,1,reduced_list,1,0,0
2021-11-10 8:26:57,2021-11-10 8:27:09,IP Address,66.91.211.85,100,11,1,2021-11-10 8:27:09,R_2rUcfjZfO6RixJw,,,,,21.2816925048828,-157.824996948242,anonymous,EN,Yes,Yes,Yes,AV22FQTJNBUZT,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,508857,,,,,
2021-11-10 8:22:31,2021-11-10 8:27:37,IP Address,66.68.250.223,100,305,1,2021-11-10 8:27:37,R_31yp1TLbqSFYZUK,,,,,33.8925018310546,-98.529296875,anonymous,EN,Yes,Yes,Yes,A2FRD8U3DU923Q,More than 10,Other,70,50,0,0,62.212,0,,,,,,,,,,,,,0,0,60.115,0,lamp deer reform hilarious map snuggle tie ,7,7,1.642,1.642,28.682,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Dedicated Account Manager,Playoff Access,Same Seat Guarantee,Discounted Concessions","4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Discounted Concessions",75,Female,43,White,High School Diploma,,,256736,0,control,0,0,0
2021-11-10 8:25:28,2021-11-10 8:28:20,IP Address,71.227.90.0,100,172,1,2021-11-10 8:28:20,R_NW05Hbl5N1Fp93H,,,,,42.4263000488281,-82.9013977050781,anonymous,EN,Yes,Yes,Yes,AFK9ALQK5GPNG,5-10,Other,70,50,,,,,1.478,9.348,13.075,3,,,,,,,,,1.395,17.034,60.021,5,"Listen, large, deer, emphasis, snuggle, soak, behavior",7,7,0.82,0.82,11.702,2,"Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking,Gameday Travel Package,Early Entry on Game Days","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking",65,Male,36,White,Bachelor's Degree,,,460584,1,reduced_list,1,0,0
2021-11-10 8:24:54,2021-11-10 8:29:11,IP Address,12.29.9.232,100,257,1,2021-11-10 8:29:12,R_2VHEUM6qNm3iPKL,,,,,38.4320983886718,-90.3896026611328,anonymous,EN,Yes,Yes,Yes,ARQR5NIFA1AJ,1-5,Other,70,50,,,,,,,,,0,0,28.939,0,,,,,0,0,60.011,0,"listen, subway, lamp, emphasis, tie, remember, deer",6,6,0.472,0.472,23.376,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Interest Free Payment Plans,Hockey Lodge Discount,Ticket Trade- switch out games you can't attend,Discounted Concessions,Access to all streamed NHL Games","Interest Free Payment Plans,Ticket Trade- switch out games you can't attend,Discounted Concessions,Access to all streamed NHL Games",66,Male,36,White,Graduate Degree,,,775917,2,ranking,0,1,0
2021-11-10 8:23:55,2021-11-10 8:29:15,IP Address,67.184.191.20,100,319,1,2021-11-10 8:29:15,R_1Nw7NXLr4CQpjp8,,,,,42.381607055664,-88.0026016235351,anonymous,EN,Yes,Yes,Yes,AP4A0MZOKR52J,1-5,Other,70,50,,,,,,,,,,,,,0,0,115.399,0,0,0,60.012,0,emphasis deer movement life trade connect,2,2,1.413,1.413,25.016,1,"4Ever Wild Rewards,Interest Free Payment Plans,Member Events,Playoff Access,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Discounted Concessions,Early Entry on Game Days,Exclusive Restroom Access","Interest Free Payment Plans,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Discounted Concessions",37,Male,53,White,Bachelor's Degree,,,733197,3,categorization,0,0,1
2021-11-10 8:21:20,2021-11-10 8:29:17,IP Address,98.196.52.252,100,476,1,2021-11-10 8:29:17,R_3O82NTPtHegQ0nE,,,,,29.6002044677734,-95.5111999511718,anonymous,EN,Yes,Yes,Yes,AV7UX8QQXABSK,1-5,Other,70,50,,,,,0,0,38.525,0,,,,,,,,,0,0,60.111,0,lamp,1,1,4.989,4.989,10.159,1,Access to all streamed NHL Games,Access to all streamed NHL Games,100,Male,29,Asian,Bachelor's Degree,,,604925,1,reduced_list,1,0,0
2021-11-10 8:21:37,2021-11-10 8:29:22,IP Address,12.10.181.15,100,464,1,2021-11-10 8:29:22,R_V3CicL5WlHJEY4p,,,,,30.1712951660156,-93.2244033813476,anonymous,EN,Yes,Yes,Yes,A2JTOOVOQGRI6G,5-10,Other,70,50,,,,,,,,,0,0,10.841,0,,,,,0,0,60.131,0,"Deer, Soak, Wander, Reform, Tie, Map, Emphasis, Snuggle, Zero, Lamp, Large.",10,11,0.838,0.838,54.287,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee","4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee",79,Female,40,White,Bachelor's Degree,,,333844,2,ranking,0,1,0
2021-11-10 8:23:31,2021-11-10 8:29:29,IP Address,107.181.168.40,100,358,1,2021-11-10 8:29:29,R_3MF3b4tdrwfCBVn,,,,,34.0484924316406,-118.252899169921,anonymous,EN,Yes,Yes,Yes,A2J51BI7XS5ZYU,1-5,Other,70,50,,,,,,,,,24.158,24.158,24.733,1,,,,,0,0,60.036,0,lamp deer soak tie reform listen emphasis map wander large subway hilarious ,12,12,0.943,0.943,62.863,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking,Discounted Concessions,Early Entry on Game Days","Member Events,Playoff Access,Same Seat Guarantee,Early Entry on Game Days",75,Male,43,Hispanic,Bachelor's Degree,,,379994,2,ranking,0,1,0
